text,label,source
sports bras,0,yada
purchased 100+ times in the last few days.,1,yada
accessibly app features,0,yada
scarves & snoods,0,yada
your cart is reserved for 14:05 minutes!,1,yada
oh ship! looks like that page wasn't found,0,yada
in stock only 5 left!,1,yada
exotic bird food,0,yada
limited time,1,yada
an item in your cart is selling out quickly,1,yada
iphones,0,yada
either because we're updating the site or because someone spilled coffee on it again. we'll be back just as soon as we finish the update or clean up the coffee.,0,yada
hurry up! only 1 piece left,1,yada
limited offer: $125 off + 2 free pillows,1,yada
want free shipping?,1,yada
summer simple breathable socks,0,yada
sellout risk:,1,yada
"no thanks, i don’t like saving money.",1,yada
value of product,0,yada
00days07hours09minutes39seconds,1,yada
someone from purchased a holees original ladies ii - navy about 9 hours ago,1,yada
mountboard,0,yada
graduations,0,yada
light powerful.,0,yada
availability: low stock 4 remaining,1,yada
items in your cart are in high demand. but we have reserved your order.,1,yada
viewed 744 times today,1,yada
1044 sold in past 12 months,1,yada
cropped jeans,0,yada
64 users bought this product touch: the set - touch xl & touchup makeup mirror bundle,1,yada
"someone in joliet, illinois purchased a yocan evolve plus xl vaporizer",1,yada
jeanne e. bray memorial scholarship,0,yada
"samuel in minneapolis, united states purchased a pod juice jewel mint cool ❄️nicotine salt e-liquid 15/30ml 7 hours ago",1,yada
boardshorts,0,yada
"the site was easy to navigate. i haven't received my shoes yet, but overall a good experience.",0,yada
cheaney,0,yada
≡ filter reviews clicking on the following button will update the content below,0,yada
arthritis aids,0,yada
camo shirts & t shirts,0,yada
selling fast! get 10% off this item. activate now.,1,yada
tre by natalie ratabesi,0,yada
limited time offer,1,yada
"sign up to our newsletter to receive news, offers and promotions.",0,yada
"someone from cape town, western cape, south africa just started buying packable travel duffel bag! 5 minutes ago",1,yada
offer ends in 9hrs 55min 29sec!,1,yada
(limited time offer) torsion gun holster super combo,1,yada
sale by category,0,yada
floral cross stitch & embroidery kits,0,yada
your accounttrack your ordersjoin celebrations passport,0,yada
dog whistles & lanyards,0,yada
1 people bought jotter to do refill in the last few hours,1,yada
other people want this. 10 people have this in their cart right now.,1,yada
terms of use privacy policy do not sell my personal information request my personal information,0,yada
colors,0,yada
manage consent preferences,0,yada
select occasion close,0,yada
1 person is looking at this item.,1,yada
limited time offer! free shipping over $99 + free returns*,1,yada
994 items sold this hour.,1,yada
view all new arrivals,0,yada
how white cloud prevents e-cig sales to minors read more ➞,0,yada
"someone in petaling jaya, malaysia just bought sneakerguard midsole paint marker - boost white",1,yada
availability: low stock,1,yada
low stock,1,yada
influencer program,0,yada
view all apartment,0,yada
72% offers claimed. hurry up!,1,yada
(only 1 left),1,yada
i accept the terms & conditions of the free brother care program and agree to receive exclusive offers and general promotions from brother. i may withdraw my consent at any time.,1,yada
someone in red cliffs bought a rhk yamaha yz/yzf/wrf 99-16 blue pursuit footpegs 3 minutes ago,1,yada
limited availability at this price!,1,yada
wilmanorth carolina,0,yada
tv & home appliances,0,yada
"save 25% on your entire order 09 hours 57 minutes 34seconds use code: spring25""",1,yada
"wigsbuy- online beauty store of fashion wigs, hair extensions & accessories for sale.",0,yada
quick navigation,0,yada
chf,0,yada
+ performance cookies,0,yada
no i don't feel lucky,1,yada
ericdress summer patchwork polyester long women's tank top,0,yada
more sports,0,yada
bento lunch boxes & food containers,0,yada
clinical studies,0,yada
accessories collection,0,yada
electric daisy,0,yada
vuse alto menthol pods,0,yada
hurry! only 2 left at this price!,1,yada
"i’ve read and accept the terms & conditions * , i also authorize bosley to contact me by phone or text utilizing automated dialing equipment, as well as by email or mail with information about appointments, products, services, news or promotions. i also agree to bosley's terms of service. otherwise, call bosley at 800-985-6405 to request your free information kit or to schedule your free no-obligation consultation.",1,yada
crystal beads,0,yada
last purchased at 11:19am today.,1,yada
9 sold in last 4 hours,1,yada
less than 10 left in stock,1,yada
· physical healing,0,yada
wax jeans,0,yada
sold out,0,yada
only 1 piece left.,1,yada
"no thanks, i don't like good deals.",1,yada
only 5 pcs left!,1,yada
complete your purchase within the next 12:18 minutes and receive 10% off,1,yada
all clothing,0,yada
rose gold shoes,0,yada
33 sold in last 12 hours.,1,yada
sign in & make your visit all about you,0,yada
"no thanks, i don't want discount",1,yada
228 people have viewed this product recently!,1,yada
taxes and shipping will be estimated at checkout.,0,yada
hurry! only 58 left in stock!,1,yada
"email us asap (like seriously) at getflat@flattummyco.com and we will do everything we can to update this for you. as soon as you order, we will send you a confirmation email so please check your details carefully.",0,yada
current offers,0,yada
be the first to get updates as well as access to exclusive offers and promotions,0,yada
hayden near princeton just bought!!!: cbd vegan gummies,1,yada
660 people have viewed today,1,yada
"someone in madrid, spain just bought",1,yada
help@postergully.com,0,yada
sale ends in 5 days 14 hours 42 mins 53 sec,1,yada
low stock: only 1 left.,1,yada
men's sports bottoms,0,yada
only 16 left in stock!,1,yada
shop by shape,0,yada
"$3,159.20 $3,949.00 limited time only",1,yada
this link will open in a new window,0,yada
hurry up ! time is running out,1,yada
low price guarantee,0,yada
"someone in arden hills, united states purchased 120ml young napoleon | best strawberry shortcake ejuice | vaporham lincoln eliquid about 42 minutes ago",1,yada
out of stock!,0,yada
"synthetic nicotine | strawberry, kiwi & pomegranate",0,yada
just bee queen,0,yada
would you like to buy more and save more?,1,yada
for a limited time only,1,yada
track your order by entering your order number and email below or if you would like to create an account or log in (click here),0,yada
swedish hasbeens,0,yada
"someone in tornado, united states just bought fresh melon menthol 2 hours ago",1,yada
unique and personalized products to go as yourself.,0,yada
search search,0,yada
only 10 left in stock,1,yada
did you know we have an app? create shareable art and custom popsockets designs with our unique image editing tools.,0,yada
john boos,0,yada
bar stools,0,yada
"get inspiration, new arrivals and the latest offers to your inbox.",0,yada
11 people have purchased this item,1,yada
2049 sold in the last 7 days,1,yada
i don't like discounts,1,yada
"no thanks, i like paying full price",1,yada
232 people are viewing this offer!,1,yada
"prior to the automatic renewal and billing, we will notify you in advance (via the email you used at the time of enrollment) of (i) the pending renewal, (ii) the then current fees and charges applicable to the passport program, and (iii) where you may find more information about the passport program. we will also send you an additional email confirming your renewal. should you elect not to renew your membership, you may cancel at any time prior to the renewal by emailing us at passportmembership@1800flowers.com and your credit/debit card on file with us will not be charged. a confirmation email will be sent to you.",1,yada
02 days :23 hours :00 mins :54 secs,1,yada
1days 04 hours 17 minutes 18 seconds,1,yada
lego sondersets saison polybags promotionals exklusiveopens in a new window or tab,0,yada
custom kids headwear,0,yada
"n++ is all about using your momentum to complete levels and get high scores, but in this sci-fi world, there’s a slew of inadvertently homicidal enemy robots trying to prevent you from completing your goal.",0,yada
sale ending in 0 days 04 hours 12 minutes 10 seconds,1,yada
return my item,0,yada
baby size guide,0,yada
127 people viewed this product this week,1,yada
🔥 2 people are looking right now,1,yada
drive and focus,0,yada
enter your email view my code offer expires in: 0 minutes 00 seconds extra 10% off,1,yada
161 people have viewed this item,1,yada
only 2 left.,1,yada
hurry! only 7 left in stock.,1,yada
hot offer. limited time,1,yada
gameday collection,0,yada
whoops!,0,yada
memory cards,0,yada
"rick in columbia, united states purchased a",1,yada
9 items left,1,yada
hurry up! only 11 items left,1,yada
welcome newcomer,0,yada
"debby in harpers ferry, united states just bought: icing pen decorating tool",1,yada
grab yourself a bargain!,1,yada
we are not currently accepting orders from outside of the uk.,0,yada
hurry! only 1 left!,1,yada
nra whittington center store,0,yada
"no thanks, i prefer not to have a protection plan",1,yada
new vintage stylish belt watch - women,0,yada
31 have it in their cart,1,yada
first to know about upcoming tastings & events,0,yada
why buy from us,0,yada
plus size shirts and blouses,0,yada
people also buy this with,1,yada
hurry! only 31 left in stock.,1,yada
a date with duchess,0,yada
only 3 left.,1,yada
wish your loved ones instantly with ferns n petals international services,0,yada
we may also disclose your information to third parties who may contact you with details of other products and services which may be of interest. if you do not want your name and mailing details made available in this way please email opt-out@nextdirect.com,1,yada
"order now, only 2 left in stock!",1,yada
popgrip magsafe refine by product type: popgrip magsafe,0,yada
what's new by category,0,yada
active filters english (united states) english (united states) ✘ remove filter,0,yada
"someone in chambersburg, pennsylvania purchased",1,yada
› sub ohm juice,0,yada
2day 13:49:51 left,1,yada
hurry up! sale ends in,1,yada
b-series truck remotes,0,yada
red tops,0,yada
joint oil,0,yada
limited stock,1,yada
orthopedic,0,yada
retro cordless edison bulb lamp,0,yada
93 people have bought this product today,1,yada
speed lace accessory kit - silver,0,yada
"no, thanks. i'd rather pay full price.",1,yada
limited time offer : grab a matching pair & save up 60%!,1,yada
americas,0,yada
here to help,0,yada
comfy and looks great,0,yada
creators' council,0,yada
yes! upgrade my purchase,1,yada
"jeremy in warroad, united states purchased a",1,yada
kick those cravings,0,yada
brushes + tools,0,yada
free climate compensated shipping & returns,0,yada
deal expires in: 03 hrs 25 mins 22 sec,1,yada
free shipping // for a limited time only,1,yada
"location: kansas city, mo",0,yada
"find your local store, view opening hours and find out where you can get your latest pickup in-store!",0,yada
casual wear,0,yada
40% off everything* enter: 40plt + free shipping over $80 hurry! limited time only,1,yada
resend one time pin,0,yada
case material,0,yada
"natalie in graham, united states purchased a free bts answer magic pillow about 1 hour ago",1,yada
tedpullin,0,yada
custom women's apparel,0,yada
ask a question,0,yada
discontinued item,0,yada
order subtotal $19.99 standard delivery $12.99 care & handling $2.99 tax $2.38 total $38.35 savings today $10.00,1,yada
no i'd rather not hear about exclusive offers and discounts.,1,yada
"no thanks, i’d rather pay more",1,yada
don't leave without taking discount,0,yada
view your order history,0,yada
what people are saying about us...,1,yada
hydration,0,yada
act now and save $12.99. limited time only!,1,yada
only 13 left!,1,yada
"if your jr plus membership has renewed automatically, you have seven (7) days after payment is taken to cancel your annual membership. you must contact customer service at (888) 574-3576 within this window and not have made any eligible purchase using the jr plus service. you will then be provided with a full refund of your membership fee for the renewal year and the jr plus service will be cancelled from your account. if you cancel during any renewal year after the seven (7) day window expires, you are not entitled to any refund of the renewal fee, even if you have not made any eligible purchase during the renewal term.",1,yada
tick here if you do not want to receive promotional offers by post tick here if you do wish to receive promotional offers by email and/or sms tick here if you would like to receive offers from selected third parties,1,yada
40% off everything* enter: 40plt + free shipping on all orders over $80,1,yada
about us,0,yada
microsoft xbox one s wireless controller »,0,yada
carports & garages,0,yada
you may cancel your membership at any time by calling us at at 855-861-2573 (6:00am – 5:00pm pst) or by emailing support@luckytacklebox.com. california residents may also cancel your subscription by accessing your account through the site.,1,yada
"hurry, only 5 left",1,yada
"after trying several other shades of red, i’ve tried this one and just love it. it is the perfect shade of brown with beautiful red highlights, very rich color, and very beautiful.",0,yada
no thanks! i don't like deals,1,yada
ireland eur,0,yada
fashion forward,0,yada
"you may cancel your minted more membership at any time by contacting minted customer service at www.minted.com/help. if you cancel your membership before your minted more gift box has shipped, we will refund your full membership fee; provided that we may charge you (or withhold from your refund) the value of minted more discount benefits used by you and your account prior to cancellation. if you cancel at any other time, your membership fee is non-refundable.",1,yada
optics and mounts,0,yada
don't know pincode?,0,yada
"sale ends in 19 days, 9 hours, 50 minutes, 54 seconds",1,yada
your order is reserved for 29:52 minutes!,1,yada
"na-kd, white",0,yada
game extraction & prep,0,yada
golf remotes,0,yada
baby girl shoes,0,yada
books about indian culture,0,yada
"for any other inquiries, click here",0,yada
round boards,0,yada
limited time only,1,yada
"mher from san angelo, tx recently made a purchase with crossrope",1,yada
"there's no obligation to buy as an xtra vip member, nor is there any minimum number of months or commitment for membership. you can shop or ‘skip’ by the 5th of each month, and you can cancel your membership at any time by calling (855) savagex (open 24/7).",1,yada
3 left in stock,1,yada
no thanks. i love chaos!,1,yada
by doug,0,yada
show cart,0,yada
lean to sheds,0,yada
cordless phones for seniors,0,yada
"no thanks, i don't want official software at the best price.",1,yada
bra panty set,0,yada
dressesfootwearhatshoodies & sweatshirtsjerseyspantssleepwear & underwearswim collectiont-shirtssale items- view all -,0,yada
trending players,0,yada
10 left in stock,1,yada
